Date,Narration,Voucher Type,Debit,Credit,Amount,Bank Ledger,Contra Ledger,Balance,Reference
07-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025080776919 EMI801020320CHQS80102032000610825801 020320,Payment,250000.00,,250000.00,H D F C Bank Jhabua 50200060244460,A,92716.56,HDFCN52025080700748581
08-08-2025,"NEFTDR-UTIB0001793-TARUNTRADERSJOBAT NEW-NETBANK, MUM-HDFCN52025080700748581- BILL",Receipt,,8810.00,8810.00,H D F C Bank Jhabua 50200060244460,Tarun Traders Jobat,101526.56,UTIBN62025080889087262
09-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025080889087,Receipt,,6957.00,6957.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,108483.56,UTIBN62025080901284063
10-08-2025,UMARRATANLAL,Receipt,,41640.00,41640.00,H D F C Bank Jhabua 50200060244460,A,150123.56,UTIBN62025081010409255
11-08-2025,GANDHI-UTIBN62025080901284,Receipt,,670.00,670.00,H D F C Bank Jhabua 50200060244460,A,150793.56,UTIBN62025081119409853
12-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025081010409,Receipt,,4270.00,4270.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,155063.56,UTIBN62025081230370570
13-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025081119409,Receipt,,2319.00,2319.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,157382.56,UTIBN62025081340887779
13-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025081230370,Payment,22060.00,,22060.00,H D F C Bank Jhabua 50200060244460,A,135322.56,HDFCN52025081314126790
13-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025081340887,Payment,18470.00,,18470.00,H D F C Bank Jhabua 50200060244460,A,116852.56,0000000150614133
14-08-2025,"NEFTDR-SBIN0002888-NANALALMIYACHAND NA HARRANAPUR-NETBANK, MUM-HDFCN5202508131 4126790-BILL 50200091095120-TPT-BILL-BAJARANGNAMKIN BHANDAR",Receipt,,2609.30,2609.30,H D F C Bank Jhabua 50200060244460,A,119461.86,UTIBN62025081451674023
14-08-2025,UMARRATANLAL,Receipt,,250000.00,250000.00,H D F C Bank Jhabua 50200060244460,A,369461.86,000000000000000
15-08-2025,GANDHI-UTIBN62025081451674,Receipt,,6770.00,6770.00,H D F C Bank Jhabua 50200060244460,A,376231.86,UTIBN62025081562532604
16-08-2025,CASHDEPOSITBY-SELF-JOBAT,Contra,,12075.00,12075.00,H D F C Bank Jhabua 50200060244460,Cash,388306.86,UTIBN62025081671614169
17-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025081562532,Receipt,,2034.00,2034.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,390340.86,UTIBN62025081781230426
18-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025081671614,Receipt,,6265.00,6265.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,396605.86,UTIBN62025081889851537
18-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025081781230,Payment,200000.00,,200000.00,H D F C Bank Jhabua 50200060244460,A,196605.86,HDFCN52025081818570130
19-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025081889851,Receipt,,5225.00,5225.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,201830.86,UTIBN62025081900117345
20-08-2025,"NEFTDR-KKBK0000826-RAJINDUSRIESDAHOD- NETBANK,MUM-HDFCN52025081818570130-BILL",Receipt,,2630.97,2630.97,H D F C Bank Jhabua 50200060244460,A,204461.83,UTIBN62025082010203683
20-08-2025,ACCOUNT-VIRENDRAK,Payment,35653.00,,35653.00,H D F C Bank Jhabua 50200060244460,A,168808.83,0000002579292293
21-08-2025,UMARRATANLAL GANDHI-UTIBN62025082010203 ACHD-AXISBANK-68A43F6106F28C53CD34695,Receipt,,42445.00,42445.00,H D F C Bank Jhabua 50200060244460,Axis Bank Ltd,211253.83,UTIBN62025082120807447
22-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025082120807,Receipt,,5610.00,5610.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,216863.83,UTIBN62025082231007656
23-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025082231007,Receipt,,1920.00,1920.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,218783.83,UTIBN62025082344238026
23-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025082344238,Payment,150000.00,,150000.00,H D F C Bank Jhabua 50200060244460,A,68783.83,HDFCN52025082327917184
23-08-2025,"NEFTDR-BKID0009801-SHREEKESHRIYATRADI NGBAG-NETBANK, MUM-HDFCN520250823279171 84-BILL 50200016930119-TPT-BILL-GURUJITRADINGC OMPANY",Payment,6960.00,,6960.00,H D F C Bank Jhabua 50200060244460,Guruji Trading Comp.Jobat,61823.83,0000000468938754
24-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025082454028,Receipt,,29305.00,29305.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,91128.83,UTIBN62025082454028831
25-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW,Receipt,,35670.00,35670.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,126798.83,UTIBN62025082563198704
26-08-2025,ACCOUNT-VIRENDRAK,Receipt,,33530.86,33530.86,H D F C Bank Jhabua 50200060244460,A,160329.69,UTIBN62025082674260011
27-08-2025,UMARRATANLAL GANDHI-UTIBN62025082563198,Receipt,,32810.00,32810.00,H D F C Bank Jhabua 50200060244460,A,193139.69,UTIBN62025082784894387
28-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025082674260,Receipt,,700.00,700.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,193839.69,UTIBN62025082894419775
29-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025082784894,Receipt,,76844.76,76844.76,H D F C Bank Jhabua 50200060244460,Phone Pyee,270684.45,UTIBN62025082904836394
30-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025082894419,Receipt,,5565.00,5565.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,276249.45,UTIBN62025083015795657
31-08-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025082904836,Receipt,,3059.50,3059.50,H D F C Bank Jhabua 50200060244460,Phone Pyee,279308.95,UTIBN62025083126842509
01-09-2025,GANDHI-UTIBN62025083126842,Receipt,,11680.00,11680.00,H D F C Bank Jhabua 50200060244460,A,290988.95,UTIBN62025090136378597
02-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025090136378,Receipt,,635.00,635.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,291623.95,UTIBN62025090247985733
03-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025090247985,Receipt,,8148.00,8148.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,299771.95,UTIBN62025090358761092
04-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025090358761,Receipt,,4349.94,4349.94,H D F C Bank Jhabua 50200060244460,Phone Pyee,304121.89,UTIBN62025090469905463
04-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025090469905,Payment,61900.00,,61900.00,H D F C Bank Jhabua 50200060244460,A,242221.89,HDFCN52025090450056023
04-09-2025,"NEFTDR-BKID0009801-SHREEKESHRIYATRADI NGBAG-NETBANK, MUM-HDFCN520250904500560 23-BILL",Payment,57705.00,,57705.00,H D F C Bank Jhabua 50200060244460,A,184516.89,HDFCN52025090450388810
04-09-2025,"NEFTDR-UTIB0001793-RATNRAJPROVHIJANST OREJOBAT-NETBANK, MUM-HDFCN520250904503 88810-BILL",Payment,150000.00,,150000.00,H D F C Bank Jhabua 50200060244460,A,34516.89,HDFCN52025090452207088
05-09-2025,"NEFTDR-KKBK0000826-RAJINDUSRIESDAHOD- NETBANK,MUM-HDFCN52025090452207088-BILL",Receipt,,1600.00,1600.00,H D F C Bank Jhabua 50200060244460,A,36116.89,UTIBN62025090580
06-09-2025,ENTAGGREGATORESCROW,Receipt,,78527.56,78527.56,H D F C Bank Jhabua 50200060244460,A,114644.45,863243
07-09-2025,ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025090580863,Receipt,,3315.00,3315.00,H D F C Bank Jhabua 50200060244460,A,117959.45,UTIBN62025090691124896
07-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025090691124,Payment,54498.00,,54498.00,H D F C Bank Jhabua 50200060244460,A,63461.45,UTIBN62025090702035556
08-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025090702035 EMI801020320CHQS80102032000710925801 020320,Receipt,,1260.00,1260.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,64721.45,000000000000000
09-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025090811110,Receipt,,12635.00,12635.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,77356.45,UTIBN62025090811110490
10-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025090921906,Receipt,,33485.00,33485.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,110841.45,UTIBN62025090921906633
10-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091033816,Receipt,,19700.00,19700.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,130541.45,UTIBN62025091033816196
10-09-2025,DHIKSHAKBALAK:STATEBANKOFINDIA,Receipt,,17500.00,17500.00,H D F C Bank Jhabua 50200060244460,A,148041.45,0000000000658197
10-09-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKBALAK:STATEBANKOFINDIA,Receipt,,6950.00,6950.00,H D F C Bank Jhabua 50200060244460,A,154991.45,0000000000658198
10-09-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKBALAKAASHRAM:STATEBANKOF IN DIA,Receipt,,13000.00,13000.00,H D F C Bank Jhabua 50200060244460,A,167991.45,0000000000658200
10-09-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKBALAKAASHRAM:STATEBANKOF IN DIA,Receipt,,12340.00,12340.00,H D F C Bank Jhabua 50200060244460,A,180331.45,0000000000697751
10-09-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKGOVTADIWASIBALAK:STATE BANK OFINDIA,Receipt,,7660.00,7660.00,H D F C Bank Jhabua 50200060244460,A,187991.45,0000000000697752
10-09-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKGOVTADIWASIBALAK:STATE BANK OFINDIA,Receipt,,37614.00,37614.00,H D F C Bank Jhabua 50200060244460,A,225605.45,0000000000824333
11-09-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKGOVTADIWASIBALAK:STATE BANK OFINDIA,Receipt,,95785.00,95785.00,H D F C Bank Jhabua 50200060244460,A,321390.45,UTIBN62025091145854484
11-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091145854,Payment,100000.00,,100000.00,H D F C Bank Jhabua 50200060244460,A,221390.45,HDFCN52025091168376918
12-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM,Receipt,,5125.00,5125.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,226515.45,UTIBN62025091257067345
13-09-2025,ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091257067,Receipt,,1985.00,1985.00,H D F C Bank Jhabua 50200060244460,A,228500.45,UTIBN62025091371613065
14-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091371613,Receipt,,700.00,700.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,229200.45,UTIBN62025091482571698
15-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091482571,Receipt,,31898.50,31898.50,H D F C Bank Jhabua 50200060244460,Phone Pyee,261098.95,UTIBN62025091591777133
16-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091591777,Receipt,,5810.00,5810.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,266908.95,UTIBN62025091603533430
17-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091603533,Receipt,,9532.00,9532.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,276440.95,UTIBN62025091714732409
17-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091714732,Payment,150000.00,,150000.00,H D F C Bank Jhabua 50200060244460,A,126440.95,HDFCN52025091779425674
18-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM,Receipt,,117120.00,117120.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,243560.95,UTIBN62025091825792430
19-09-2025,ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091825792,Receipt,,1250.00,1250.00,H D F C Bank Jhabua 50200060244460,A,244810.95,UTIBN62025091936607342
20-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025091936607,Receipt,,11925.00,11925.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,256735.95,UTIBN62025092047773872
20-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092047773 ACHD-AXISBANK-68CD097E7EACC522699A0A5,Payment,35653.00,,35653.00,H D F C Bank Jhabua 50200060244460,Axis Bank Ltd,221082.95,0000003124250775
21-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092158944,Receipt,,4575.00,4575.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,225657.95,UTIBN62025092158944307
22-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092268240,Receipt,,7410.00,7410.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,233067.95,UTIBN62025092268240016
23-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092379044,Receipt,,17260.00,17260.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,250327.95,UTIBN62025092379044562
23-09-2025,NEFTDR-CBIN0MPDCAQ-MANDISHULK,Payment,27667.00,,27667.00,H D F C Bank Jhabua 50200060244460,A,222660.95,HDFCN52025092387
23-09-2025,KHATA-NE,Payment,2213.00,,2213.00,H D F C Bank Jhabua 50200060244460,A,220447.95,296602
24-09-2025,"TBANK, MUM-HDFCN52025092387296602-MANDIS HULK",Receipt,,2180.00,2180.00,H D F C Bank Jhabua 50200060244460,A,222627.95,HDFCN52025092387296069
25-09-2025,"NEFTDR-CBIN0MPDCAQ-MANDISHULK KHATA-NE TBANK, MUM-HDFCN52025092387296069-MANDIS HULK",Receipt,,49850.00,49850.00,H D F C Bank Jhabua 50200060244460,A,272477.95,UTIBN62025092490092669
25-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092490092,Receipt,,15405.00,15405.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,287882.95,UTIBN62025092501363722
25-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092501363,Receipt,,19700.00,19700.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,307582.95,0000000000658207
25-09-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKBALAKAASHRA:STATEBANKOF IND IA,Receipt,,13520.00,13520.00,H D F C Bank Jhabua 50200060244460,A,321102.95,0000000000658206
25-09-2025,CHQDEP-MICR8CLEARING-ALIRAJPUR:A DHIKSHAKBALAKAASHRA:STATEBANKOF IND IA,Receipt,,8200.00,8200.00,H D F C Bank Jhabua 50200060244460,A,329302.95,0000000000697754
26-09-2025,DHIKSHAKBALAKAASHRAM:STATEBANKOF,Receipt,,11480.00,11480.00,H D F C Bank Jhabua 50200060244460,A,340782.95,UTIBN62025092612439945
27-09-2025,IN DIA,Receipt,,4630.00,4630.00,H D F C Bank Jhabua 50200060244460,A,345412.95,UTIBN62025092723663045
27-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092612439,Payment,19635.00,,19635.00,H D F C Bank Jhabua 50200060244460,A,325777.95,0000101554469983
28-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092723663,Receipt,,6090.00,6090.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,331867.95,UTIBN62025092833310086
29-09-2025,UPI-MSTIRTHANKAR24 PR-MSTIRTHANKAR24P RIVATELIMITED.EAZYPAY@ICICI-NA-101554469 983-BILL,Receipt,,126620.00,126620.00,H D F C Bank Jhabua 50200060244460,A,458487.95,UTIBN62025092942360874
29-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092833310,Payment,123978.00,,123978.00,H D F C Bank Jhabua 50200060244460,A,334509.95,HDFCN52025092996986751
30-09-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025092942360,Receipt,,46005.00,46005.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,380514.95,UTIBN62025093057
01-10-2025,ENTAGGREGATORESCROW,Receipt,,20709.68,20709.68,H D F C Bank Jhabua 50200060244460,A,401224.63,083544
02-10-2025,ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025093057083,Receipt,,6247.75,6247.75,H D F C Bank Jhabua 50200060244460,A,407472.38,UTIBN62025100169510713
03-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025100169510,Receipt,,56520.00,56520.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,463992.38,UTIBN62025100281413311
04-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025100281413,Receipt,,985.00,985.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,464977.38,UTIBN62025100390654585
04-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025100390654,Payment,49496.00,,49496.00,H D F C Bank Jhabua 50200060244460,A,415481.38,UTIBN62025100402970676
04-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025100402970,Payment,235048.00,,235048.00,H D F C Bank Jhabua 50200060244460,A,180433.38,0000527710331514
05-10-2025,IMPS-527710331514-BAJRANGNAMKEEN BHANDA RBAGH-HDFC-XXXXXXXXXX5120-BILL,Receipt,,5775.87,5775.87,H D F C Bank Jhabua 50200060244460,BAJRANG NAMKEEN BHANDAR BAGH,186209.25,HDFCR52025100468302256
06-10-2025,ENTAGGREGATORESCROW,Receipt,,4089.20,4089.20,H D F C Bank Jhabua 50200060244460,A,190298.45,421349
07-10-2025,ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025100515421,Receipt,,1760.00,1760.00,H D F C Bank Jhabua 50200060244460,A,192058.45,UTIBN62025100624780044
07-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025100624780,Payment,18.88,,18.88,H D F C Bank Jhabua 50200060244460,A,192039.57,UTIBN62025100736090521
07-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025100736090 APRJUN25INSTAALERTCHG80SMS070725-CDT 2527836087999 EMI801020320CHQS80102032000811025801 020320,Payment,54498.00,,54498.00,H D F C Bank Jhabua 50200060244460,A,137541.57,CDT2527836087999
08-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025100847627,Receipt,,58460.00,58460.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,196001.57,000000000000000
08-10-2025,"NEFTDR-KKBK0000826-RAJINDUSRIESDAHOD- NETBANK,MUM-HDFCN52025100822900278-BILL",Payment,100000.00,,100000.00,H D F C Bank Jhabua 50200060244460,A,96001.57,UTIBN62025100847627563
09-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025100959400 HGAJP0B1AD0138014394-MPPASCHIMKS-BILLPAY -50200026202917,Receipt,,1935.00,1935.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,97936.57,HDFCN52025100822900278
09-10-2025,No Description,Payment,5150.00,,5150.00,H D F C Bank Jhabua 50200060244460,A,92786.57,UTIBN62025100959400812
09-10-2025,HGAJP0293C0138030515-MPPASCHIMKS-BILLPAY,Payment,1846.00,,1846.00,H D F C Bank Jhabua 50200060244460,A,90940.57,0000000315766912
10-10-2025,-50200026202917,Receipt,,13735.00,13735.00,H D F C Bank Jhabua 50200060244460,A,104675.57,UTIBN62025101071245343
10-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025101071245,Payment,37500.00,,37500.00,H D F C Bank Jhabua 50200060244460,A,67175.57,HDFCN52025101026069860
10-10-2025,"NEFTDR-BKID0009801-SHREEKESHRIYATRADI NGBAG-NETBANK, MUM-HDFCN520251010260698 60-BILL",Payment,40000.00,,40000.00,H D F C Bank Jhabua 50200060244460,A,27175.57,HDFCN52025101026067007
10-10-2025,"NEFTDR-UTIB0001793-RATNRAJPROVHIJANST OREJOBAT-NETBANK, MUM-HDFCN520251010260 67007-BILL DEBITCARDANNUALFEE-SEP-2025150925-CD T2528336257677",Payment,354.00,,354.00,H D F C Bank Jhabua 50200060244460,A,26821.57,CDT2528336257677
11-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025101183712,Receipt,,1010.00,1010.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,27831.57,UTIBN62025101183712831
12-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025101294250,Receipt,,27645.00,27645.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,55476.57,UTIBN62025101294250652
13-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM ENTAGGREGATORESCROW ACCOUNT-VIRENDRAK UMARRATANLAL GANDHI-UTIBN62025101304060,Receipt,,5260.00,5260.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,60736.57,UTIBN62025101304060864
14-10-2025,NEFTCR-UTIB0001506-PHONEPELIMITED-PAYM,Receipt,,3528.00,3528.00,H D F C Bank Jhabua 50200060244460,Phone Pyee,64264.57,UTIBN62025101416334184
